,Name,Price,Brand,Review counts,Review score,Product status,Company name,Link,Inches,Inches Type,Ratio Inches/€
223,"Monitor - XUB2793HSU-B4 IIYAMA, 27"", Full-HD, 4 ms, Displayport|HDMI|USB|USB 3,0|VGA, ",210.09,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2793hsu-b4-iiyama-27-full-hd-4-ms-displayportorhdmiorusborusb-30orvga-negro-98691239.html,27.0,Inch3,0.12851635013565615
224,"Monitor - ProLite XUB2792QSN-B1 IIYAMA, 27"", WQHD, 4 ms, Displayport|HDMI|USB|USB 3,0|USB-C, ",323.77,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-prolite-xub2792qsn-b1-iiyama-27-wqhd-4-ms-displayportorhdmiorusborusb-30orusb-c-negro-98691263.html,27.0,Inch3,0.08339253173549124
225,"Monitor - VG270 S VIEWSONIC, 27"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",302.15,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg270-s-viewsonic-27-full-hd-5-ms-displayportorhdmiorusborvga-negro-98691321.html,27.0,Inch3,0.0893595896078107
226,"Monitor - Q27P2Q AOC, 27"", VGA, 4 ms, DVI|Displayport|HDMI|Jack Audio|USB|VGA, ",320.99,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-q27p2q-aoc-27-vga-4-ms-dviordisplayportorhdmiorjack-audioorusborvga-negro-98691327.html,27.0,Inch3,0.08411476993052742
227,"Monitor - VG34VQL1B VIEWSONIC, 34"", QHD, 5 ms, Displayport|Ethernet|HDMI|USB|USB-C, ",610.59,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg34vql1b-viewsonic-34-wqhd-5-ms-displayportorethernetorhdmiorusborusb-c-negro-98691420.html,34.0,Inch2,0.055683846771155766
228,"Monitor - 60005047 NEC, 43"", UHD 4K, 8 ms, HDMI|USB, ",1089.22,NEC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-60005047-nec-display-42-uhd-4k-8-ms-hdmiorusb-negro-98691472.html,43.0,Inch3,0.03947779144709058
229,"Monitor - Q27V4EA AOC, 27"", WQHD, 4 ms, DVI|Displayport|HDMI|USB, ",277.63,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-q27v4ea-aoc-27-wqhd-4-ms-dviordisplayportorhdmiorusb-negro-98691474.html,27.0,Inch3,0.09725173792457588
230,"Monitor - 62AFKAT2EU LENOVO, 27"", Full-HD, 4 ms, HDMI|USB|VGA, ",185.53,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-62afkat2eu-lenovo-27-full-hd-4-ms-hdmiorusborvga-negro-98691489.html,27.0,Inch3,0.1455290249555328
231,"Monitor - VG3448 VIEWSONIC, 24"", QHD, 5 ms, Displayport|HDMI|USB|USB 3,0|VGA, ",687.35,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg3448-viewsonic-34-uhd-4k-5-ms-displayportorhdmiorusborusb-30orvga-negro-98691510.html,24.0,Inch1,0.03491670910016731
232,"Monitor - XUB2796QSU-B1 IIYAMA, 27"", WQHD, 1 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",261.59,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2796qsu-b1-iiyama-27-wqhd-1-ms-dviordisplayportorhdmiorusborusb-20-negro-98691513.html,27.0,Inch3,0.10321495470010322
233,"Monitor - VX2785-2K-mhdu VIEWSONIC, 27"", WQHD, 5 ms, DVI|Displayport|HDMI|USB|USB-C|VGA, ",285.57,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vx2785-2k-mhdu-viewsonic-27-wqhd-5-ms-dviordisplayportorhdmiorusborusb-corvga-negro-98691520.html,27.0,Inch3,0.09454774661203909
234,"Monitor - 439P1 PHILIPS, 43"", UHD 4K, 4 ms, Displayport|Ethernet|HDMI|RJ-45|USB|USB 3,0|USB-C, ",734.56,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-439p1-philips-42-uhd-4k-4-ms-displayportorethernetorhdmiorrj-45orusborusb-30orusb-c-negro-98691564.html,43.0,Inch3,0.05853844478327162
235,"Monitor - VG2755 VIEWSONIC, 27"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|USB-C|VGA, ",295.9,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg2755-viewsonic-27-full-hd-5-ms-dviordisplayportorhdmiorusborusb-corvga-negro-98691566.html,27.0,Inch3,0.09124704291990537
236,"Monitor - TF5539UHSC-B1AG IIYAMA, 55"", UHD 4K, 8 ms, Displayport|HDMI|USB|VGA, ",2754.22,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-tf5539uhsc-b1ag-iiyama-55-uhd-4k-8-ms-displayportorhdmiorusborvga-negro-98691590.html,55.0,Inch3,0.019969356115343003
237,"Monitor - LS32BM80PUUXEN SAMSUNG, 32"", UHD 4K, 4 ms, Bluetooth|HDMI|USB|USB-C|WiFi, Rosa, ",728.75,SAMSUNG,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls32bm80puuxen-samsung-32-uhd-4k-4-ms-bluetoothorhdmiorusborusb-corwifi-rosa-blanco-98691604.html,32.0,Inch2,0.043910806174957115
238,"Monitor - TF2234MC-B7X IIYAMA, 22"", Full-HD, 8 ms, Displayport|HDMI|USB|VGA, ",536.9,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-tf2234mc-b7x-iiyama-22-full-hd-8-ms-displayportorhdmiorusborvga-negro-98691657.html,22.0,Inch1,0.04097597317936301
239,"Monitor - XUB2792QSU-B1 IIYAMA, 27"", WQHD, 5 ms, DVI|Displayport|HDMI|USB, ",284.97,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2792qsu-b1-iiyama-27-wqhd-5-ms-dviordisplayportorhdmiorusb-negro-98691666.html,27.0,Inch3,0.09474681545425834
240,"Monitor - ProLite T1731SR-W5 IIYAMA, 17"", SXGA, 5 ms, DVI|Displayport|HDMI|Jack Audio|USB|VGA, ",410.31,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-prolite-t1731sr-w5-iiyama-18-sxga-5-ms-dviordisplayportorhdmiorjack-audioorusborvga-negro-98691672.html,17.0,Inch1,0.04143208793351368
241,"Monitor - DELL-U2422HE DELL, 24"", Full-HD, 5 ms, Displayport|Ethernet|HDMI|RJ-45|USB|USB-C|VGA, ",374.42,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-u2422he-dell-24-full-hd-5-ms-displayportorethernetorhdmiorrj-45orusborusb-corvga-negro-98691673.html,24.0,Inch1,0.06409914000320495
242,"Monitor - E1980D-B1 IIYAMA, 19"", VGA, 5 ms, DVI|HDMI|USB|VGA, ",163.93,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-e1980d-b1-iiyama-19-vga-5-ms-dviorhdmiorusborvga-negro-98691674.html,19.0,Inch1,0.11590312938449338
243,"Monitor - U32U1 AOC, 32"", UHD 4K, 5 ms, DVI|Displayport|HDMI|USB|USB 2,0|USB-C, ",967.9,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-u32u1-aoc-32-uhd-4k-5-ms-dviordisplayportorhdmiorusborusb-20orusb-c-negro-98691730.html,32.0,Inch2,0.033061266659778904
244,"Monitor - ProLite T2754MSC IIYAMA, 27"", Full-HD, 4 ms, HDMI|USB|USB 3,0|VGA, ",492.4,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-prolite-t2754msc-iiyama-27-full-hd-4-ms-hdmiorusborusb-30orvga-negro-98691736.html,27.0,Inch3,0.054833468724614136
245,"Monitor - Modern MD241P MSI, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|USB-C, ",321.12,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-modern-md241p-msi-24-full-hd-5-ms-displayportorhdmiorusborusb-c-negro-98691738.html,24.0,Inch1,0.07473841554559044
246,"Monitor - 27BN65Q-B LG, 27"", WQHD, 5 ms, Bluetooth|Displayport|HDMI|USB|USB 3,0, ",346.66,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27bn65q-b-lg-electronics-27-wqhd-5-ms-bluetoothordisplayportorhdmiorusborusb-30-negro-98691788.html,27.0,Inch3,0.0778861131944845
247,"Monitor - B2410 WS FUJITSU, 24,1"", WUXGA, 5 ms, Displayport|HDMI|USB|USB-C, ",418.73,FUJITSU,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-b2410-ws-fujitsu-24-vga-5-ms-displayportorhdmiorusborusb-c-negro-98691791.html,24.1,Inch1,0.05755498770090512
248,"Monitor - P24h-2L(A19238QP1) LENOVO, 24"", WQHD, 6 ms, DVI|Displayport|HDMI|USB|USB-C, ",364.72,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-p24h-2la19238qp1-lenovo-24-wqhd-4-ms-dviordisplayportorhdmiorusborusb-c-negro-98691842.html,24.0,Inch1,0.06580390436499232
249,"Monitor - MPG ARTYMIS 323CQR MSI, 32"", WQHD, 1 ms, HDMI|USB, ",727.2,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-mpg-artymis-323cqr-msi-30-wqhd-1-ms-hdmiorusb-negro-98691885.html,32.0,Inch2,0.044004400440044
250,"Monitor - P24v G4 HP, 24"", Full-HD, 5 ms, HDMI|USB, ",254.31,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-p24v-g4-hp-24-full-hd-5-ms-hdmiorusb-negro-98691893.html,24.0,Inch1,0.09437300931933466
251,"Monitor - P2423 DELL, 24"", VGA, 5 ms, DVI|Displayport|HDMI|USB|VGA, ",270.57,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-p2423-dell-24-vga-5-ms-dviordisplayportorhdmiorusborvga-negro-98691929.html,24.0,Inch1,0.08870162989244927
252,"Monitor - 243B9H PHILIPS, 24"", Full-HD, 4 ms, DVI|Displayport|HDMI|USB|USB-C|VGA, ",308.76,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-243b9h-philips-24-full-hd-4-ms-dviordisplayportorhdmiorusborusb-corvga-negro-98691958.html,24.0,Inch1,0.0777302759424796
253,"Monitor gaming -GB2790QSU-B1 IIYAMA, 27"", WQHD, 1 ms, Displayport|HDMI|USB, ",498.53,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-gb2790qsu-b1-iiyama-27-wqhd-1-ms-displayportorhdmiorusb-negro-98692048.html,27.0,Inch3,0.05415922813070427
254,"Monitor - 242E2FA/00 PHILIPS, 24"", Full-HD, 4 ms, Displayport|HDMI|USB|VGA, ",221.1,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-242e2fa00-philips-24-full-hd-4-ms-displayportorhdmiorusborvga-negro-98692106.html,24.0,Inch1,0.10854816824966079
255,"Monitor - GAME-AW2521HFA DELL, 26"", Full-HD, 1 ms, DVI|Displayport|HDMI|USB|USB 2,0|USB 3,0, ",504.0,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-game-aw2521hfa-dell-26-full-hd-1-ms-dviordisplayportorhdmiorusborusb-20orusb-30-negro-98692107.html,26.0,Inch1,0.051587301587301584
256,"Monitor - 32M1N5500VS/00 PHILIPS, 32"", WQHD, 1 ms, DVI|Displayport|HDMI|USB, ",466.17,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-32m1n5500vs00-philips-32-wqhd-1-ms-dviordisplayportorhdmiorusb-negro-98692212.html,32.0,Inch2,0.06864448591715469
257,"Monitor - LS28AG702NU SAMSUNG, 28"", UHD 4K, 1 ms, Displayport|HDMI|USB, ",907.2,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls28ag702nu-samsung-28-uhd-4k-1-ms-displayportorhdmiorusb-negro-98692264.html,28.0,Inch2,0.030864197530864196
258,"Monitor - 27M1N3500LS/00 PHILIPS, 27"", WQHD, 1 ms, DVI|Displayport|HDMI|USB, ",329.36,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27m1n3500ls00-philips-27-wqhd-1-ms-dviordisplayportorhdmiorusb-negro-98692274.html,27.0,Inch3,0.08197716784066067
259,"Monitor - u28g2xu/bk AOC, 28"", UHD 4K, 1 ms, Displayport|HDMI|USB, ",739.0,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-u28g2xubk-aoc-28-uhd-4k-1-ms-displayportorhdmiorusb-negro-98692303.html,28.0,Inch2,0.037889039242219216
260,"Monitor - 9H,LJALA,TPE BENQ, 24"", Full-HD, 1 ms, DVI|Displayport|HDMI|USB|VGA, ",225.91,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-9hljalatpe-benq-24-full-hd-1-ms-dviordisplayportorhdmiorusborvga-negro-98692355.html,24.0,Inch1,0.10623699703421717
261,"Monitor -GB2590HSU-B1 IIYAMA, 24"", Full-HD, 4 ms, Displayport|HDMI|USB|USB 3,0, ",272.31,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gb2590hsu-b1-iiyama-24-full-hd-4-ms-displayportorhdmiorusborusb-30-negro-98692375.html,24.0,Inch1,0.08813484631486174
262,"Monitor - 24BN650Y-B LG ELECTRONICS, 24"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|USB 3,0, ",216.19,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-24bn650y-b-lg-electronics-24-full-hd-5-ms-dviordisplayportorhdmiorusborusb-30-negro-98692407.html,24.0,Inch1,0.11101346038207133
263,"Monitor - 24P2Q AOC, 24"", Full-HD, 4 ms, DVI|Displayport|HDMI|Jack Audio|USB|VGA, ",228.96,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-24p2q-aoc-24-full-hd-4-ms-dviordisplayportorhdmiorjack-audioorusborvga-negro-98692432.html,24.0,Inch1,0.10482180293501048
264,"Monitor - XU2294HSU-B1 IIYAMA, 21,5"", Full-HD, 4 ms, DVI|Displayport|HDMI|USB|USB 2,0|VGA, ",140.15,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xu2294hsu-b1-iiyama-22-full-hd-4-ms-dviordisplayportorhdmiorusborusb-20orvga-negro-98692433.html,21.5,Inch1,0.15340706386014982
265,"Monitor - CB272Usmiiprx ACER, 27"", WQHD, 1 ms, Displayport|HDMI|USB, ",271.91,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-cb272usmiiprx-acer-27-wqhd-1-ms-displayportorhdmiorusb-negro-98692458.html,27.0,Inch3,0.0992975616932073
266,"Monitor -GB2770HSU-B1 IIYAMA, 27"", Full-HD, 8 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",220.96,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gb2770hsu-b1-iiyama-27-full-hd-8-ms-dviordisplayportorhdmiorusborusb-20-negro-98692475.html,27.0,Inch3,0.1221940622737147
267,"Monitor - TD2430 VIEWSONIC, 24"", Full-HD, 25 ms, Displayport|HDMI|USB|VGA, ",377.16,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-td2430-viewsonic-24-full-hd-25-ms-displayportorhdmiorusborvga-negro-98692484.html,24.0,Inch1,0.06363347120585428
268,"Monitor - 9H,LJXLA,TBE BENQ, 27"", UHD 4K, 1 ms, DVI|Displayport|HDMI|USB|USB-C, ",1065.43,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-9hljxlatbe-benq-27-uhd-4k-5-ms-dviordisplayportorhdmiorusborusb-c-negro-98692568.html,27.0,Inch3,0.0253418807429864
269,"Monitor - Vechline 22"" PHILIPS, 55"", UHD 4K, 8 ms, DVI|Displayport|Ethernet|HDMI|Micro SD|RJ-45|USB|USB 2,0, ",3205.12,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vechline-22-philips-55-uhd-4k-8-ms-dviordisplayportorethernetorhdmiormicro-sdorrj-45orusborusb-20-negro-98692571.html,22.0,Inch1,0.006864017571884984
270,"Monitor - U27V4EA AOC, 27"", UHD 4K, 4 ms, DVI|Displayport|HDMI|USB, ",340.64,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-u27v4ea-aoc-27-uhd-4k-4-ms-dviordisplayportorhdmiorusb-negro-98692572.html,27.0,Inch3,0.07926256458431188
271,"Monitor - VG2719 VIEWSONIC, 24"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|VGA, ",251.68,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg2719-viewsonic-27-full-hd-5-ms-dviordisplayportorhdmiorusborvga-negro-98692581.html,24.0,Inch1,0.09535918626827718
272,"Monitor - 272E2FA PHILIPS, 27"", Full-HD, 4 ms, HDMI|USB, ",231.77,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-272e2fa-philips-27-full-hd-4-ms-hdmiorusb-negro-98692648.html,27.0,Inch3,0.11649480088018294
273,"Monitor - XUB3293UHSN-B1 IIYAMA, 32"", UHD 4K, 4 ms, Displayport|HDMI|USB|USB-C, ",502.12,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub3293uhsn-b1-iiyama-32-uhd-4k-4-ms-displayportorhdmiorusborusb-c-negro-98692655.html,32.0,Inch2,0.06372978570859555
274,"Monitor - TF1634MC-B8X IIYAMA, 18"", Full-HD, 25 ms, Displayport|HDMI|USB|VGA, ",604.33,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-tf1634mc-b8x-iiyama-18-full-hd-25-ms-displayportorhdmiorusborvga-negro-98692661.html,18.0,Inch1,0.029785051213740834
275,"Monitor - TF2738MSC-B2 IIYAMA, 27"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB, ",676.5,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-tf2738msc-b2-iiyama-27-full-hd-5-ms-dviordisplayportorhdmiorusb-negro-98692665.html,27.0,Inch3,0.03991130820399113
276,"Monitor - XUB2792HSC-B1 IIYAMA, 27"", Full-HD, 4 ms, Displayport|HDMI|USB|USB 3,0|USB-C, ",257.32,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2792hsc-b1-iiyama-27-full-hd-4-ms-displayportorhdmiorusborusb-30orusb-c-negro-98692669.html,27.0,Inch3,0.10492771646199285
277,"Monitor - 27BN650Y-B LG ELECTRONICS, 27"", Full-HD, 5 ms, Bluetooth|DVI|Displayport|HDMI|USB|USB 3,0, ",231.1,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27bn650y-b-lg-electronics-27-full-hd-5-ms-bluetoothordviordisplayportorhdmiorusborusb-30-negro-98692740.html,27.0,Inch3,0.11683254002596279
278,"Monitor - 279P1 PHILIPS, 27"", UHD 4K, 4 ms, DVI|Displayport|Ethernet|HDMI|RJ-45|USB|USB-C, ",512.33,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-279p1-philips-27-uhd-4k-4-ms-dviordisplayportorethernetorhdmiorrj-45orusborusb-c-negro-98692745.html,27.0,Inch3,0.052700407940194795
279,"Monitor - XUB2492HSN-B1 IIYAMA, 24"", Full-HD, 4 ms, Displayport|HDMI|RJ-45|USB|USB 2,0|USB 3,0|USB-C, ",220.85,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2492hsn-b1-iiyama-24-full-hd-4-ms-displayportorhdmiorrj-45orusborusb-20orusb-30orusb-c-negro-98692813.html,24.0,Inch1,0.10867104369481549
280,"Monitor - 275B1H PHILIPS, 27"", WQHD, 4 ms, DVI|Displayport|HDMI|USB, ",382.35,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-275b1h-philips-27-wqhd-4-ms-dviordisplayportorhdmiorusb-negro-98692830.html,27.0,Inch3,0.07061592781482934
281,"Monitor - TD2760 VIEWSONIC, 27"", Full-HD, 6 ms, Displayport|HDMI|USB|VGA, ",602.73,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-td2760-viewsonic-27-full-hd-6-ms-displayportorhdmiorusborvga-negro-98692851.html,27.0,Inch3,0.04479617739286247
282,"Monitor - 273B9 PHILIPS, 27"", Full-HD, 4 ms, Bluetooth|DVI|Displayport|HDMI|USB|USB-C|VGA, ",307.24,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-273b9-philips-27-full-hd-4-ms-bluetoothordviordisplayportorhdmiorusborusb-corvga-negro-98692901.html,27.0,Inch3,0.08787918239812524
283,"Monitor - B22-8 TS Pro FUJITSU, 21"", VGA, 5 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",304.49,FUJITSU,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-b22-8-ts-pro-fujitsu-21-vga-5-ms-dviordisplayportorhdmiorusborusb-20-negro-98692927.html,21.0,Inch1,0.06896778219317547
284,"Monitor - U28E590DSL SAMSUNG, 28"", UHD 4K, 1 ms, Displayport|HDMI|USB, ",518.4,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-u28e590dsl-samsung-28-uhd-4k-1-ms-displayportorhdmiorusb-negro-98692928.html,28.0,Inch2,0.05401234567901235
285,"Monitor - XB2481HS-B1 IIYAMA, 24"", Full-HD, 6 ms, DVI|HDMI|Jack Audio|USB|VGA, ",192.35,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xb2481hs-b1-iiyama-24-full-hd-6-ms-dviorhdmiorjack-audioorusborvga-negro-98693004.html,24.0,Inch1,0.12477255003899143
286,"Monitor - DELL-U2722D DELL, 27"", QHD, 5 ms, DVI|Displayport|HDMI|USB|USB-C, ",424.58,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-u2722d-dell-27-wqhd-5-ms-dviordisplayportorhdmiorusborusb-c-negro-98693067.html,27.0,Inch3,0.0635922558763955
287,"Monitor - LS32A60PUUU SAMSUNG, 32"", WQHD, 5 ms, Displayport|HDMI|USB|USB-C, ",493.83,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls32a60puuu-samsung-32-wqhd-5-ms-displayportorhdmiorusborusb-c-negro-98693138.html,32.0,Inch2,0.06479962740214244
288,"Monitor -GB2570HSU-B1 IIYAMA, 24"", Full-HD, 5 ms, Displayport|HDMI|USB, ",220.96,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gb2570hsu-b1-iiyama-24-full-hd-5-ms-displayportorhdmiorusb-negro-98693207.html,24.0,Inch1,0.10861694424330195
289,"Monitor - 61F2GAT2EU LENOVO, 32"", SUHD 4K, 4 ms, DVI|Displayport|HDMI|USB|USB-C, ",681.86,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-61f2gat2eu-lenovo-32-suhd-4k-4-ms-dviordisplayportorhdmiorusborusb-c-negro-98693240.html,32.0,Inch2,0.0469304549320975
290,"Monitor - VP349CGL ASUS, 34"", QHD, 1 ms, Displayport|HDMI|USB|USB-C, ",495.56,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vp349cgl-asus-34-qhd-1-ms-displayportorhdmiorusborusb-c-negro-98693260.html,34.0,Inch2,0.06860925014125434
291,"Monitor - 276B1 PHILIPS, 27"", QHD, 4 ms, Displayport|HDMI|USB|USB-C, ",403.83,PHILIPS,2,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-276b1-philips-27-wqhd-4-ms-displayportorhdmiorusborusb-c-negro-98693283.html,27.0,Inch3,0.06685981724983285
292,"Monitor - C32R502FHR SAMSUNG, 31,5"", Full-HD, 4 ms, HDMI|USB, ",388.8,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-c32r502fhr-samsung-27-full-hd-4-ms-hdmiorusb-gris-98693286.html,31.5,Inch2,0.08101851851851852
293,"Monitor - 276B1JH PHILIPS, 27"", WQHD, 4 ms, Displayport|Ethernet|HDMI|RJ-45|USB|USB-C, ",556.96,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-276b1jh-philips-27-wqhd-4-ms-displayportorethernetorhdmiorrj-45orusborusb-c-negro-98693297.html,27.0,Inch3,0.048477449008905486
294,"Monitor - 62CDGAT6EU LENOVO, 24"", Full-HD, 6 ms, Displayport|Ethernet|HDMI|RJ-45|USB|USB 2,0|USB-C, ",310.27,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-62cdgat6eu-lenovo-24-full-hd-4-ms-displayportorethernetorhdmiorrj-45orusborusb-20orusb-c-negro-98693315.html,24.0,Inch1,0.07735198375608342
295,"Monitor - 32M1N5800A/00 PHILIPS, 32"", UHD 4K, 1 ms, Displayport|HDMI|USB, ",1140.8,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-32m1n5800a00-philips-32-uhd-4k-1-ms-displayportorhdmiorusb-negro-98693350.html,32.0,Inch2,0.028050490883590466
296,"Monitor - Q24P2Q AOC, 24"", VGA, 4 ms, DVI|Displayport|HDMI|Jack Audio|USB|VGA, ",290.41,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-q24p2q-aoc-24-vga-4-ms-dviordisplayportorhdmiorjack-audioorusborvga-negro-98693361.html,24.0,Inch1,0.08264178230777176
297,"Monitor - AG493UCX2 AOC, 49"", HD, 1 ms, Displayport|HDMI|USB|USB-C, ",1273.71,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ag493ucx2-aoc-49-hd-1-ms-displayportorhdmiorusborusb-c-negro-98693394.html,49.0,Inch3,0.038470295436166785
